FID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Total Population,Total Housing Units,Shape__Area,Shape__Length
92,49,049,010410,49049010410,104.1,Census Tract,G5020,S,14489132,27969,40.0036126,-111.7405956,4410,1183,24771208.62,26955.87314
93,49,049,010411,49049010411,104.11,Census Tract,G5020,S,261445868,119359,39.9466355,-111.6661157,7911,2036,445518988.1,130662.4922
94,49,049,010503,49049010503,105.03,Census Tract,G5020,S,88580828,645018,40.1360548,-111.7150317,3687,1193,152830141.4,64113.23959
95,49,049,010504,49049010504,105.04,Census Tract,G5020,S,63260123,16518,40.0589715,-111.7636999,3942,1215,108136172.2,53236.14374
453,49,049,010505,49049010505,105.05,Census Tract,G5020,S,5500630,1204,39.9845777,-111.7846095,5087,1373,9382581.539,13024.28807
454,49,049,010506,49049010506,105.06,Census Tract,G5020,S,7225272,110911,39.9647734,-111.8015089,2109,637,12502905.7,17198.16185
90,49,049,010600,49049010600,106,Census Tract,G5020,S,682441977,248293,39.972361,-111.9783615,5884,1599,1163819186,261120.3837
455,49,049,010700,49049010700,107,Census Tract,G5020,S,5471091,0,40.3949516,-111.7831957,5310,1508,9442716.746,12905.29864
96,49,049,010900,49049010900,109,Census Tract,G5020,S,2393995115,448739,40.0668653,-111.3869803,1094,703,4092892820,484822.3829
422,49,001,100100,49001100100,1001,Census Tract,G5020,S,1357843756,830378,38.3450604,-112.5833973,4426,1804,2212103713,232944.8792
611,49,035,100100,49035100100,1001,Census Tract,G5020,S,4024237,0,40.7906107,-111.910117,2987,2014,7027600.547,15932.45317
421,49,001,100200,49001100200,1002,Census Tract,G5020,S,5331838094,4468088,38.3601337,-113.4015527,2646,1059,8692729690,427884.294
562,49,035,100200,49035100200,1002,Census Tract,G5020,S,23730782,0,40.8122772,-111.8703688,1333,589,41468319.45,36458.44211
612,49,035,100306,49035100306,1003.06,Census Tract,G5020,S,1790191,0,40.7751654,-111.9444261,6043,2509,3124794.691,7919.704207
703,49,035,100307,49035100307,1003.07,Census Tract,G5020,S,1449058,0,40.7954833,-111.9456454,4968,1220,2530887.844,8340.012819
27,49,035,100308,49035100308,1003.08,Census Tract,G5020,S,1380994,0,40.7949871,-111.9387476,4025,1313,2411970.84,10568.52824
613,49,035,100500,49035100500,1005,Census Tract,G5020,S,1884464,0,40.7866777,-111.9243102,5893,2283,3290482.59,8596.245528
614,49,035,100600,49035100600,1006,Census Tract,G5020,S,2936104,0,40.7769433,-111.924706,6699,2479,5125269.395,9995.540063
615,49,035,100700,49035100700,1007,Census Tract,G5020,S,1133917,0,40.7812767,-111.894669,2683,1640,1979622.828,8094.76284
616,49,035,100800,49035100800,1008,Census Tract,G5020,S,724107,0,40.7729748,-111.8928665,2562,1806,1263851.871,4915.971645
617,49,035,101000,49035101000,1010,Census Tract,G5020,S,1426315,0,40.7804596,-111.8740038,3127,1516,2490041.84,9847.619612
689,49,035,101101,49035101101,1011.01,Census Tract,G5020,S,484334,0,40.7727949,-111.8753074,1973,1172,845341.9844,3695.457866
685,49,035,101102,49035101102,1011.02,Census Tract,G5020,S,559108,0,40.773022,-111.8831699,3431,2355,975865.6953,4849.805355
606,49,035,101200,49035101200,1012,Census Tract,G5020,S,1739703,0,40.7743878,-111.8613783,3972,2269,3036600.254,7583.721634
314,49,035,101401,49035101401,1014.01,Census Tract,G5020,S,1361536,0,40.7543922,-111.8428678,2171,1119,2375104.441,6492.757819
324,49,035,101402,49035101402,1014.02,Census Tract,G5020,S,9390514,0,40.7673751,-111.8275153,4339,567,16387428.06,21903.64432
504,49,035,101500,49035101500,1015,Census Tract,G5020,S,824034,0,40.7650072,-111.857402,3288,1790,1437922.09,4806.199391
505,49,035,101600,49035101600,1016,Census Tract,G5020,S,992521,0,40.7553814,-111.8575716,3742,2005,1731435.59,5496.619385
506,49,035,101700,49035101700,1017,Census Tract,G5020,S,701146,0,40.7650052,-111.8667584,3582,2237,1223485.75,4470.547563
507,49,035,101800,49035101800,1018,Census Tract,G5020,S,876555,0,40.7552002,-111.8667583,3347,2054,1529120.926,5145.214838
508,49,035,101900,49035101900,1019,Census Tract,G5020,S,699486,0,40.765004,-111.8753495,3103,2182,1220591.641,4466.363764
509,49,035,102000,49035102000,1020,Census Tract,G5020,S,874229,0,40.7552213,-111.8753468,2837,1700,1525066.074,5104.263514
563,49,035,102100,49035102100,1021,Census Tract,G5020,S,466832,0,40.765001,-111.8825026,2378,1784,814614.0117,3831.835714
529,49,035,102300,49035102300,1023,Census Tract,G5020,S,817356,0,40.7549061,-111.8837235,3153,1812,1425842.125,5107.557073
318,49,035,102501,49035102501,1025.01,Census Tract,G5020,S,1033340,0,40.7680562,-111.9032949,3134,2102,1803325.082,5937.841334
317,49,035,102502,49035102502,1025.02,Census Tract,G5020,S,810983,0,40.7628032,-111.9038924,2062,1308,1415057.195,5660.56577
530,49,035,102600,49035102600,1026,Census Tract,G5020,S,2449681,0,40.7613194,-111.9181936,4391,1519,4274175.258,10056.17674
706,49,035,102701,49035102701,1027.01,Census Tract,G5020,S,1399528,0,40.75387,-111.9305522,4752,1707,2441346.625,6856.381658
684,49,035,102702,49035102702,1027.02,Census Tract,G5020,S,1698067,0,40.7647389,-111.9321856,3704,1171,2963070.563,7260.430443
490,49,035,102801,49035102801,1028.01,Census Tract,G5020,S,2778928,0,40.7450893,-111.9225573,5919,1816,4846291.836,10106.564
533,49,035,102802,49035102802,1028.02,Census Tract,G5020,S,5260249,0,40.7327185,-111.9216317,4888,1321,9170197.059,12708.20639
491,49,035,102900,49035102900,1029,Census Tract,G5020,S,3770811,0,40.7378521,-111.8965061,5768,2867,6574669.672,11469.4041
492,49,035,103000,49035103000,1030,Census Tract,G5020,S,1313024,0,40.7457026,-111.879636,2756,1303,2289884.203,6218.610965
493,49,035,103100,49035103100,1031,Census Tract,G5020,S,1305553,0,40.7375656,-111.8796317,4144,1894,2276306.191,6202.663657
494,49,035,103200,49035103200,1032,Census Tract,G5020,S,1297351,0,40.729473,-111.8796369,4433,2296,2261451.496,6185.685769
495,49,035,103300,49035103300,1033,Census Tract,G5020,S,1305080,0,40.7294586,-111.8624747,4256,2226,2274929.855,6210.037185
496,49,035,103400,49035103400,1034,Census Tract,G5020,S,1312256,0,40.7375662,-111.8624478,4167,1939,2287991.617,6209.445681
607,49,035,103500,49035103500,1035,Census Tract,G5020,S,1313693,0,40.7457126,-111.8624743,4031,1883,2291054.738,6219.807123
497,49,035,103600,49035103600,1036,Census Tract,G5020,S,1033455,0,40.7463575,-111.8480783,2671,1055,1802356.844,5854.497888
498,49,035,103700,49035103700,1037,Census Tract,G5020,S,883575,0,40.737578,-111.8480497,2631,1135,1540561.707,4979.137778
499,49,035,103800,49035103800,1038,Census Tract,G5020,S,848294,0,40.7296129,-111.8480668,2325,1056,1478688.648,4960.304733
500,49,035,103900,49035103900,1039,Census Tract,G5020,S,1308226,0,40.7295333,-111.8336403,3605,1519,2280411.895,6312.821791
237,49,035,104000,49035104000,1040,Census Tract,G5020,S,1395800,0,40.7373593,-111.8329181,3302,1258,2433640.074,6708.333476
428,49,035,104100,49035104100,1041,Census Tract,G5020,S,1038948,0,40.7459435,-111.8359403,2941,1137,1811912.762,5959.862524
556,49,035,104200,49035104200,1042,Census Tract,G5020,S,5685126,0,40.7380087,-111.8126776,6895,2976,9912458.684,20970.862
429,49,035,104300,49035104300,1043,Census Tract,G5020,S,1085945,0,40.7258851,-111.8186977,2901,1359,1892737.695,6645.560159
430,49,035,104400,49035104400,1044,Census Tract,G5020,S,1720159,0,40.7185107,-111.8226552,2067,699,2997486.891,8151.3492
531,49,035,104700,49035104700,1047,Census Tract,G5020,S,2146961,0,40.7157608,-111.8482936,4818,2168,3740910.41,11130.9612
151,49,035,104800,49035104800,1048,Census Tract,G5020,S,2055555,0,40.7094175,-111.8522968,5263,2323,3580961.477,10469.37799
431,49,035,104900,49035104900,1049,Census Tract,G5020,S,1285177,0,40.7166384,-111.8722564,3135,1568,2239377.934,8031.498905
648,49,021,110100,49021110100,1101,Census Tract,G5020,S,2267334253,1076902,37.9023884,-112.7610373,4434,3128,3649234015,300544.4407
557,49,035,110103,49035110103,1101.03,Census Tract,G5020,S,254401584,388272,40.7437875,-111.7538003,3562,1610,444628624.7,128093.1831
601,49,035,110104,49035110104,1101.04,Census Tract,G5020,S,64334095,0,40.6742236,-111.7201052,5557,2092,111958500.8,67696.67136
232,49,035,110105,49035110105,1101.05,Census Tract,G5020,S,3550935,0,40.6010045,-111.7881364,2011,835,6166143.176,16243.43332
307,49,035,110106,49035110106,1101.06,Census Tract,G5020,S,223061292,570124,40.6169806,-111.6868121,2519,1770,388368966.9,99725.20731
432,49,035,110200,49035110200,1102,Census Tract,G5020,S,3434048,0,40.7063254,-111.8108788,5070,1876,5981866.602,9816.817522
88,49,021,110201,49021110201,1102.01,Census Tract,G5020,S,12397351,0,37.7493853,-113.0545971,4488,1370,19862990.47,18358.05471
86,49,021,110202,49021110202,1102.02,Census Tract,G5020,S,1043046897,1138856,37.9873412,-113.1277009,5294,1551,1684009690,202083.4213
649,49,021,110300,49021110300,1103,Census Tract,G5020,S,4274439054,4490103,37.8599009,-113.6153902,4527,1586,6876701245,377440.0011
605,49,035,110300,49035110300,1103,Census Tract,G5020,S,2331361,0,40.7049108,-111.8359425,5802,2326,4060893.641,10393.74665
647,49,021,110400,49021110400,1104,Census Tract,G5020,S,2942442,0,37.6692438,-113.0740901,5031,1611,4704265.906,9979.12601
106,49,035,110401,49035110401,1104.01,Census Tract,G5020,S,1807681,0,40.6936046,-111.8465316,3401,1608,3147657.352,7135.197625
691,49,035,110402,49035110402,1104.02,Census Tract,G5020,S,1748671,0,40.6933762,-111.8317664,3873,1410,3044883.25,7125.912649
433,49,035,110500,49035110500,1105,Census Tract,G5020,S,3384832,0,40.6935504,-111.8103653,6425,2195,5893901.098,10072.73165
85,49,021,110501,49021110501,1105.01,Census Tract,G5020,S,3777818,0,37.7078658,-113.0619677,7022,2455,6046081.188,14530.23434
82,49,021,110502,49021110502,1105.02,Census Tract,G5020,S,123098666,0,37.7139249,-112.9905303,4602,1732,197041300,69741.9489
472,49,035,110600,49035110600,1106,Census Tract,G5020,S,2916677,0,40.6811965,-111.8115857,5825,2033,5076841.387,9376.518357
89,49,021,110601,49021110601,1106.01,Census Tract,G5020,S,1273316,0,37.6755784,-113.0606463,1980,961,2036075.629,5978.41498
87,49,021,110602,49021110602,1106.02,Census Tract,G5020,S,340491436,127606,37.5920107,-113.0080873,4751,1953,543264155.9,128115.681
481,49,035,110701,49035110701,1107.01,Census Tract,G5020,S,1307309,0,40.6803669,-111.8486118,3798,1567,2275481.629,6200.28493
629,49,021,110702,49021110702,1107.02,Census Tract,G5020,S,438263163,4557489,37.5665761,-113.2360299,6609,2352,706047254.4,163889.2125
482,49,035,110702,49035110702,1107.02,Census Tract,G5020,S,2258320,0,40.6808501,-111.8338739,5199,1888,3930851.133,8010.073259
83,49,021,110703,49021110703,1107.03,Census Tract,G5020,S,4377237,0,37.6738841,-113.0955224,4645,1558,6999032.531,10800.28743
84,49,021,110704,49021110704,1107.04,Census Tract,G5020,S,26032752,0,37.7181473,-113.0915715,3906,1495,41674729.95,37711.68974
547,49,035,110800,49035110800,1108,Census Tract,G5020,S,3400677,0,40.6675888,-111.8354938,5813,2466,5916909.516,11913.44629
483,49,035,110900,49035110900,1109,Census Tract,G5020,S,2542610,0,40.6679362,-111.81372,4923,1726,4423989.426,8651.525042
552,49,035,111001,49035111001,1110.01,Census Tract,G5020,S,6281296,0,40.647014,-111.8214391,4594,1672,10922291.54,15170.88231
560,49,035,111002,49035111002,1110.02,Census Tract,G5020,S,3814184,0,40.6287253,-111.8143728,5627,2375,6628708.934,13217.01555
79,49,035,111104,49035111104,1111.04,Census Tract,G5020,S,2061998,5138,40.6357283,-111.8592239,2982,1257,3593679.219,8180.507224
337,49,035,111105,49035111105,1111.05,Census Tract,G5020,S,1687020,0,40.6574439,-111.8600159,3847,1679,2934396.676,7227.682246
326,49,035,111106,49035111106,1111.06,Census Tract,G5020,S,1482621,0,40.6615506,-111.8445788,3118,1500,2579189.09,6577.277725
327,49,035,111107,49035111107,1111.07,Census Tract,G5020,S,1480786,0,40.6536067,-111.8457627,3090,1459,2575378.172,7147.057409
313,49,035,111108,49035111108,1111.08,Census Tract,G5020,S,1733406,0,40.6356562,-111.8449417,3332,1333,3013123.359,7097.923994
328,49,035,111109,49035111109,1111.09,Census Tract,G5020,S,1686173,0,40.6448293,-111.8447396,3233,1571,2931826.195,7337.71555
484,49,035,111201,49035111201,1112.01,Census Tract,G5020,S,1378360,0,40.6282272,-111.8453824,2632,1125,2395436.246,7844.357346
485,49,035,111202,49035111202,1112.02,Census Tract,G5020,S,2486448,0,40.6191959,-111.8441483,4664,1917,4320005.195,10173.13241
486,49,035,111302,49035111302,1113.02,Census Tract,G5020,S,3333035,0,40.6156482,-111.8033429,5878,2258,5790272.973,11171.86614
603,49,035,111304,49035111304,1113.04,Census Tract,G5020,S,3012289,0,40.5963086,-111.8016288,3692,1399,5230044.586,13620.20295
487,49,035,111305,49035111305,1113.05,Census Tract,G5020,S,1929639,0,40.6185327,-111.8243176,3872,1413,3352525.715,7501.640303
532,49,035,111306,49035111306,1113.06,Census Tract,G5020,S,1531099,0,40.6083544,-111.8210221,2454,1108,2659311.254,8508.254546
152,49,035,111400,49035111400,1114,Census Tract,G5020,S,2155022,0,40.7153516,-111.8824612,6976,3521,3754900.887,9407.448737
554,49,035,111500,49035111500,1115,Census Tract,G5020,S,7537546,0,40.7131718,-111.9071179,2529,1305,13132551.11,16961.71531
64,49,035,111601,49035111601,1116.01,Census Tract,G5020,S,3464147,0,40.6934636,-111.8953346,4449,2014,6031990.301,11550.083
374,49,035,111602,49035111602,1116.02,Census Tract,G5020,S,3313299,0,40.6908047,-111.9117309,6762,2248,5768863.68,11066.16617
712,49,035,111701,49035111701,1117.01,Census Tract,G5020,S,1358256,0,40.693467,-111.8826082,5452,2244,2365082.301,6277.7578
28,49,035,111702,49035111702,1117.02,Census Tract,G5020,S,1726762,0,40.7038308,-111.8755125,4407,1862,3007285.668,12224.02918
686,49,035,111801,49035111801,1118.01,Census Tract,G5020,S,2083862,0,40.6934786,-111.8626901,5762,2564,3628556.18,7617.072222
690,49,035,111802,49035111802,1118.02,Census Tract,G5020,S,1189465,0,40.7033792,-111.8625973,2777,1471,2071788.078,7823.628429
713,49,035,111903,49035111903,1119.03,Census Tract,G5020,S,2072253,0,40.680683,-111.862747,4113,1876,3606962.223,7592.371898
692,49,035,111904,49035111904,1119.04,Census Tract,G5020,S,1324948,0,40.6701775,-111.8624909,3624,1815,2305486.348,6046.334293
714,49,035,111905,49035111905,1119.05,Census Tract,G5020,S,1167718,0,40.6765749,-111.8744366,3806,1871,2032282.609,8615.733516
283,49,035,111906,49035111906,1119.06,Census Tract,G5020,S,1016423,0,40.6820041,-111.8818921,4524,1983,1769253.703,5736.404092
408,49,035,112001,49035112001,1120.01,Census Tract,G5020,S,1430273,0,40.6700047,-111.8796059,3362,1615,2488744.961,10117.21181
639,49,035,112002,49035112002,1120.02,Census Tract,G5020,S,2631001,0,40.6568483,-111.8745363,4871,2366,4576268.441,12014.16267
373,49,035,112101,49035112101,1121.01,Census Tract,G5020,S,3054645,0,40.6681026,-111.8949529,5058,2754,5314924.219,10918.50254
335,49,035,112102,49035112102,1121.02,Census Tract,G5020,S,3638622,0,40.6611359,-111.9106813,5041,1871,6329700.254,15212.31775
488,49,035,112201,49035112201,1122.01,Census Tract,G5020,S,4087484,0,40.6398028,-111.9122639,5018,1790,7106032.582,12172.48514
501,49,035,112202,49035112202,1122.02,Census Tract,G5020,S,3753030,0,40.6411016,-111.895959,4005,1645,6524835.066,11648.92293
502,49,035,112301,49035112301,1123.01,Census Tract,G5020,S,2257609,0,40.649956,-111.8813143,3815,1525,3926007.582,9873.283615
503,49,035,112302,49035112302,1123.02,Census Tract,G5020,S,2515591,0,40.6362784,-111.877486,3623,1452,4372853.105,8635.058805
473,49,035,112402,49035112402,1124.02,Census Tract,G5020,S,2720633,0,40.6002942,-111.8972171,7498,2636,4724232.625,9510.883652
693,49,035,112404,49035112404,1124.04,Census Tract,G5020,S,2113199,0,40.6186891,-111.8976086,4578,2165,3671460.477,8522.705973
329,49,035,112405,49035112405,1124.05,Census Tract,G5020,S,2722703,0,40.6196664,-111.9124539,6241,2628,4730556.75,9763.691497
330,49,035,112406,49035112406,1124.06,Census Tract,G5020,S,2920130,0,40.6000328,-111.9106336,3394,1765,5070606.203,10536.36547
474,49,035,112501,49035112501,1125.01,Census Tract,G5020,S,1693388,0,40.6257186,-111.8813128,4027,1548,2942693.965,6983.197733
475,49,035,112503,49035112503,1125.03,Census Tract,G5020,S,1950698,0,40.6151376,-111.8814433,4832,1847,3388766.668,7429.303296
71,49,035,112504,49035112504,1125.04,Census Tract,G5020,S,881202,0,40.6260528,-111.8663589,2995,1616,1531332.516,5118.584632
63,49,035,112505,49035112505,1125.05,Census Tract,G5020,S,1892570,0,40.6159528,-111.8640338,3972,1776,3287878.523,7899.029008
534,49,035,112604,49035112604,1126.04,Census Tract,G5020,S,2636494,0,40.5729702,-111.8617362,4767,1584,4574416.723,9074.331027
631,49,035,112608,49035112608,1126.08,Census Tract,G5020,S,2455885,0,40.5874077,-111.844163,5165,1687,4262882.699,8280.799383
561,49,035,112609,49035112609,1126.09,Census Tract,G5020,S,3297665,0,40.5828598,-111.8161053,5402,1764,5723254.953,13083.37164
655,49,035,112610,49035112610,1126.1,Census Tract,G5020,S,2102805,0,40.6034699,-111.881929,6292,2673,3651749.566,8026.997423
602,49,035,112611,49035112611,1126.11,Census Tract,G5020,S,2613553,0,40.6023382,-111.8626006,6681,2416,4538555.281,8663.360018
662,49,035,112612,49035112612,1126.12,Census Tract,G5020,S,2584969,0,40.5877922,-111.8626662,5440,2248,4486984.215,8481.362427
663,49,035,112613,49035112613,1126.13,Census Tract,G5020,S,2972074,0,40.5708504,-111.8450889,5264,1867,5156335.57,9994.924653
550,49,035,112614,49035112614,1126.14,Census Tract,G5020,S,2559699,0,40.5988597,-111.8199776,3575,1176,4444592.684,10288.77886
664,49,035,112615,49035112615,1126.15,Census Tract,G5020,S,1202685,0,40.5912386,-111.8228853,2340,756,2087836.898,6604.403086
549,49,035,112616,49035112616,1126.16,Census Tract,G5020,S,2463357,0,40.5741034,-111.8235164,4239,1486,4274164.121,10434.40814
608,49,035,112617,49035112617,1126.17,Census Tract,G5020,S,2978899,0,40.5646062,-111.8230589,3354,1052,5167221.07,10927.89443
410,49,035,112618,49035112618,1126.18,Census Tract,G5020,S,2335615,0,40.6088165,-111.8461116,3911,1505,4056687.359,11232.42919
403,49,035,112619,49035112619,1126.19,Census Tract,G5020,S,1660651,0,40.5981691,-111.8410457,3111,1035,2883448.023,9478.008078
371,49,035,112620,49035112620,1126.2,Census Tract,G5020,S,1449265,0,40.575039,-111.8789231,3206,1047,2514686.559,6484.975401
316,49,035,112621,49035112621,1126.21,Census Tract,G5020,S,4868289,0,40.578378,-111.901048,5540,2934,8448023.719,13521.17024
559,49,035,112700,49035112700,1127,Census Tract,G5020,S,2960294,0,40.5891234,-111.8811952,5671,2189,5138683.813,9457.460997
650,49,035,112804,49035112804,1128.04,Census Tract,G5020,S,2567389,0,40.5515335,-111.8627803,5429,1774,4451688.207,8415.416094
646,49,035,112805,49035112805,1128.05,Census Tract,G5020,S,2760665,0,40.5359016,-111.8615021,5319,1604,4784589.055,9063.278186
548,49,035,112812,49035112812,1128.12,Census Tract,G5020,S,2858610,0,40.5631815,-111.873585,5774,1918,4958363.848,10564.49267
609,49,035,112813,49035112813,1128.13,Census Tract,G5020,S,4169218,0,40.5488813,-111.8429134,5410,1736,7228589.797,12313.71823
555,49,035,112814,49035112814,1128.14,Census Tract,G5020,S,5340756,0,40.5521602,-111.8175493,4960,1569,9260699.43,15563.03954
546,49,035,112815,49035112815,1128.15,Census Tract,G5020,S,40112290,43405,40.5280334,-111.7889719,5126,1587,69581981.67,47275.46305
409,49,035,112816,49035112816,1128.16,Census Tract,G5020,S,6347114,0,40.5058222,-111.8695867,5906,2003,10990606.5,20257.77443
111,49,035,112818,49035112818,1128.18,Census Tract,G5020,S,3128654,0,40.4953328,-111.9014336,3159,2,5415871.566,9508.690474
404,49,035,112821,49035112821,1128.21,Census Tract,G5020,S,11163039,0,40.4976437,-111.8416517,7038,2034,19325121.65,27485.46405
710,49,035,112822,49035112822,1128.22,Census Tract,G5020,S,2548227,0,40.5515538,-111.8815496,5269,2010,4418464.195,8452.521087
705,49,035,112823,49035112823,1128.23,Census Tract,G5020,S,3588168,0,40.5350566,-111.8803518,6165,2321,6218614.191,10515.39364
370,49,035,112824,49035112824,1128.24,Census Tract,G5020,S,5094035,0,40.5471434,-111.9090897,5722,2377,8831577.848,19512.17083
372,49,035,112825,49035112825,1128.25,Census Tract,G5020,S,12225812,0,40.5234997,-111.903723,4874,1646,21181182.13,36934.68792
309,49,035,112826,49035112826,1128.26,Census Tract,G5020,S,10124468,0,40.4879515,-111.960228,5253,1345,17522161.41,20199.99443
375,49,035,112827,49035112827,1128.27,Census Tract,G5020,S,14746155,5898,40.4733075,-111.9252104,10862,3386,25518598.69,29398.0177
78,49,035,112828,49035112828,1128.28,Census Tract,G5020,S,3004592,0,40.5144601,-111.8753718,5063,1288,5204044.797,10091.83752
72,49,035,112829,49035112829,1128.29,Census Tract,G5020,S,2218986,38827,40.5131745,-111.888409,3181,1175,3910520.859,9812.767001
598,49,035,112830,49035112830,1128.3,Census Tract,G5020,S,3919805,0,40.4914035,-111.8655032,5027,1742,6784600.703,14334.49666
290,49,035,112831,49035112831,1128.31,Census Tract,G5020,S,7831148,0,40.4731889,-111.8876982,3398,1214,13547249.27,22251.71915
680,49,035,112904,49035112904,1129.04,Census Tract,G5020,S,2164862,0,40.6313791,-111.9753474,6352,1965,3762633.137,7679.432792
679,49,035,112905,49035112905,1129.05,Census Tract,G5020,S,2600748,0,40.6312969,-111.9578295,5295,1688,4520217.328,8511.241229
405,49,035,112907,49035112907,1129.07,Census Tract,G5020,S,2601202,0,40.6240663,-111.9435195,4705,1515,4520037.105,10641.23031
417,49,035,112912,49035112912,1129.12,Census Tract,G5020,S,2158558,0,40.616297,-111.9753584,2648,722,3749994.695,7951.793663
418,49,035,112913,49035112913,1129.13,Census Tract,G5020,S,2612602,0,40.6167493,-111.9578031,5158,1539,4538854.445,8534.124039
419,49,035,112914,49035112914,1129.14,Census Tract,G5020,S,2560863,0,40.6237514,-111.9339934,6548,2406,4449901.57,10591.24894
154,49,035,112916,49035112916,1129.16,Census Tract,G5020,S,1844619,0,40.6024576,-111.9741708,4736,1499,3203283.199,7413.959948
558,49,035,112917,49035112917,1129.17,Census Tract,G5020,S,2523556,0,40.6045086,-111.9551472,4168,1296,4382561.84,9353.904531
155,49,035,112918,49035112918,1129.18,Census Tract,G5020,S,2608360,0,40.5949909,-111.9339546,5362,1706,4528557.426,10636.53005
704,49,035,112920,49035112920,1129.2,Census Tract,G5020,S,2550160,0,40.5928405,-111.945378,5155,2075,4427230.941,10534.65363
707,49,035,112921,49035112921,1129.21,Census Tract,G5020,S,3363779,0,40.5884583,-111.9606151,4280,1514,5838972.297,10810.54794
156,49,035,113007,49035113007,1130.07,Census Tract,G5020,S,2563872,0,40.5732513,-111.9957458,4947,1402,4448450.574,8477.566374
157,49,035,113008,49035113008,1130.08,Census Tract,G5020,S,4230641,0,40.5725581,-111.9713286,6285,1733,7340225.98,11723.03658
165,49,035,113010,49035113010,1130.1,Census Tract,G5020,S,4914677,0,40.5714703,-111.9435266,7371,2620,8526766.145,11834.21902
634,49,035,113011,49035113011,1130.11,Census Tract,G5020,S,6158844,0,40.550852,-111.9434227,6567,2091,10678825.33,14274.91672
553,49,035,113012,49035113012,1130.12,Census Tract,G5020,S,6239201,0,40.55895,-111.9207763,5837,1696,10820755.52,16790.10432
644,49,035,113013,49035113013,1130.13,Census Tract,G5020,S,5042349,0,40.5297793,-111.9761446,6130,1559,8737467.41,13381.52254
